index,shape-type,vertex-index,axis-0,axis-1,axis-2
267,line,0,65.0,2089.9785,2095.2883
267,line,1,65.0,1675.8116,1851.0369
268,line,0,66.0,2020.9508,3555.4905
268,line,1,66.0,3475.8408,4070.5469
269,line,0,66.0,3943.108,3316.5483
269,line,1,66.0,3433.3635,3550.1802
270,line,0,66.0,3199.7322,3677.6165
270,line,1,66.0,2748.396,3390.8862
271,line,0,67.0,2153.6965,3725.405
271,line,1,67.0,1240.3984,1022.7051
272,line,0,67.0,1235.0966,1001.4642
272,line,1,67.0,1314.7438,390.83398
273,line,0,67.0,1325.3635,380.21454
273,line,1,67.0,1580.2351,109.41345
274,line,0,67.0,709.42377,120.03305
274,line,1,67.0,868.7188,1102.3507
275,line,0,68.0,3220.9714,2376.7092
275,line,1,68.0,1840.4172,2031.5743
276,line,0,68.0,1558.996,422.69315
276,line,1,68.0,2243.9631,858.0989
277,line,0,68.0,2196.175,459.86194
277,line,1,68.0,2206.7947,1197.9277
278,line,0,68.0,2249.2734,836.85956
278,line,1,68.0,2520.077,1612.0942
279,line,0,69.0,1505.8977,1192.6179
279,line,1,69.0,3019.195,2079.357
280,line,0,69.0,2551.9333,1861.656
280,line,1,69.0,2589.102,2291.7512
281,line,0,70.0,2530.694,1622.7139
281,line,1,70.0,2419.188,2536.0037
282,line,0,71.0,2541.3137,1251.026
282,line,1,71.0,3274.0671,2589.1018
283,line,0,71.0,3773.1934,1856.3462
283,line,1,71.0,2923.6208,1935.9934
284,line,0,71.0,640.396,2466.9763
284,line,1,71.0,316.49664,2992.65
285,line,0,71.0,167.82149,2530.694
285,line,1,71.0,412.0736,3369.6465
286,line,0,72.0,1569.6156,619.15674
286,line,1,72.0,449.239,2100.5984
287,line,0,72.0,3433.3645,969.6052
287,line,1,72.0,2960.79,1314.7437
288,line,0,72.0,2960.79,1320.0537
288,line,1,72.0,2647.511,2063.4294
289,line,0,72.0,1479.3485,3688.2363
289,line,1,72.0,635.0864,4022.755
290,line,0,73.0,3528.9414,470.48157
290,line,1,73.0,2536.0032,757.2123
291,line,0,73.0,390.8342,1989.0918
291,line,1,73.0,1144.8293,1938.4221
292,line,0,73.0,720.0434,1192.6179
292,line,1,73.0,204.99005,2153.6965
293,line,0,73.0,1006.774,587.2977
293,line,1,73.0,698.80396,1585.5449
294,line,0,73.0,1282.885,725.3532
294,line,1,73.0,921.81665,943.056
295,line,0,73.0,1309.4341,3555.4905
295,line,1,73.0,1994.4019,3773.193
296,line,0,73.0,2116.5276,2615.6514
296,line,1,73.0,2955.479,3353.717
297,line,0,73.0,2286.4421,2817.4248
297,line,1,73.0,2286.4421,3481.1519
298,line,0,73.0,2859.9033,2881.1426
298,line,1,73.0,1840.417,3114.775
